Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14
1698938162.6459334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.645953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6475635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6475716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6484432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6494865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6503232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6513414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6528418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6538393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6545236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6554835,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6563752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.657593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6585634,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.659398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6603992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.661418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
1698938162.6624246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.00625,0.05,1.2,0.002,0.001,0.1
