Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1680274991.1418781,0.3638247368779886,0.10808177270347952,0.40418921900690663,3.1271221158852307,3.1205773510301857,-0.05364358996895846,0.0
1680274991.1427076,0.3638247166639029,0.10807988822927687,0.4041910756566243,3.127114585674295,3.1205796617569352,-0.05363653279452933,0.0
1680274991.1437173,0.36382517222054295,0.10807814711842194,0.4041914815249542,3.1271132384461864,3.120581459075214,-0.05363811148088806,0.0
1680274991.1446974,0.36382621946512017,0.10807638126026649,0.4041917371843011,3.1271064791575993,3.1205799288524325,-0.053630989127322864,0.0
1680274991.1457345,0.36382634983305046,0.10807187186878713,0.40418894653021253,3.1271009920205994,3.1205743398045556,-0.05363359636489865,0.0
1680274991.1467328,0.3638273736564771,0.10806906354919099,0.40419103938045864,3.1270986207697202,3.1205786167273777,-0.05362802818348959,0.0
1680274991.147813,0.36382750882734344,0.10806788543340944,0.404190723357187,3.127096626127729,3.120575940898061,-0.053624676752344155,0.0
1680274991.1488423,0.36382792873412306,0.10806462529251547,0.4041904296985116,3.127084948534089,3.1205750064843336,-0.05362248274695461,0.0
1680274991.149964,0.3638273760113649,0.10806117681185769,0.4041910233377938,3.1270774312716676,3.12057387042491,-0.05362006694936412,0.0
1680274991.1507823,0.3638292988295804,0.1080578265993531,0.4041947899467132,3.127071101404064,3.1205822340553424,-0.05360921888884508,0.0
1680274991.1518805,0.36383005742421753,0.10805248422598804,0.40419212158231527,3.1270570838647904,3.1205767217883276,-0.05360964047835135,0.0
1680274991.1529198,0.3638297588772225,0.10804908131688998,0.4041927208597861,3.1270526910017287,3.1205752472163106,-0.05360891432791608,0.0
1680274991.153877,0.36383154524062417,0.10804292039725144,0.40419593629608275,3.1270398304743408,3.120585278735537,-0.0536019308685656,0.0
1680274991.1547632,0.3638297142746738,0.10804013766709052,0.40419336221419977,3.1270298770680065,3.12057516763982,-0.05359849799053484,0.0
1680274991.155994,0.36383181831921535,0.10803320599831297,0.4041957056702317,3.1270163025333413,3.1205827490631974,-0.053592995191618364,0.0
1680274991.157219,0.3638313585266881,0.10802836158247635,0.40419625329320197,3.127008812614309,3.120583428373977,-0.05358942576650057,0.0
1680274991.1576762,0.36383092425632646,0.10802320835146477,0.40419726962225416,3.127002503684163,3.1205836487849705,-0.05358321621764415,0.0
1680274991.158688,0.36383241366596725,0.10801604883318096,0.40419754347028053,3.126980069695295,3.12058370369626,-0.053577463160997055,0.0
1680274991.1597028,0.3638328005645885,0.10800992239186054,0.40419954197704544,3.1269668117833747,3.120588567698638,-0.05356819762129389,0.0
1680274991.1607676,0.36383336715262315,0.10800149051630058,0.40420088409662874,3.1269511661154183,3.1205913470853237,-0.05356420516659617,0.0
1680274991.161861,0.36383406223172976,0.10799500761830534,0.4041997345650023,3.1269372543982725,3.1205910343032652,-0.053559928825269915,0.0
1680274991.1626925,0.3638336491583135,0.10798783707823773,0.4042030421495282,3.126928024860206,3.1205957830920235,-0.053550056946661706,0.0
1680274991.163777,0.3638338445296871,0.10798105698112338,0.40420371796226806,3.1269159790223244,3.1205957625790397,-0.05354360011214439,0.0
1680274991.1646338,0.36383345724575816,0.10797369818384187,0.4042036403138714,3.1269093528668406,3.1205977353633574,-0.05354326516586296,0.0
1680274991.1658125,0.36383314922380283,0.10796439460305361,0.40420337979391296,3.126895797603645,3.120596929091564,-0.053535118116940825,0.0
1680274991.1666372,0.3638329373167768,0.10795668977872014,0.40420378991961603,3.1268878556814927,3.1205983859731656,-0.05352750413912035,0.0
1680274991.1677825,0.36383394709663647,0.10794505751745181,0.40420410794210726,3.1268703498501496,3.120597320971584,-0.053521480785521075,0.0
1680274991.1686962,0.3638338346849554,0.10793628738908771,0.40420536795632445,3.1268645040427447,3.120601239516616,-0.05351563082917651,0.0
1680274991.170071,0.3638344940468154,0.1079258182670218,0.404205990960651,3.1268559433339167,3.120602786310763,-0.053509315643616356,0.0
1680274991.1712947,0.3638328488707231,0.10791570079111097,0.404204220809234,3.1268473481872348,3.1205978547349766,-0.05350700265899457,0.0
1680274991.1718998,0.363834313108624,0.10790296882052745,0.4042067118170479,3.1268338675320515,3.1206053920577754,-0.053493619536117254,0.0
1680274991.1727455,0.36383283231853336,0.10789346043921183,0.404205666347205,3.126834744054214,3.1206024406131805,-0.053493283941254514,0.0
1680274991.1737483,0.36383370518208014,0.10787992585916226,0.404205255911954,3.1268329628404796,3.1206019697812644,-0.053490513259241444,0.0
1680274991.1748295,0.3638337327746488,0.10786846098269609,0.40420501835066264,3.1268340172186844,3.1205999108039437,-0.0534830751801032,0.0
1680274991.1757534,0.3638329748424849,0.1078563096700915,0.4042077112109895,3.126829662875626,3.120606209708855,-0.05347392533340472,0.0
1680274991.176771,0.36383318430188105,0.10784313405120104,0.4042077063104174,3.1268335443613053,3.120606629492794,-0.05346624647967598,0.0
1680274991.177718,0.3638329552775415,0.10782934063369733,0.40420601607602114,3.1268409736326,3.120601185277859,-0.053464621294070355,0.0
1680274991.1786697,0.36383508223984673,0.10781226085741803,0.4042072959626491,3.1268398263609467,3.1206058251383153,-0.053457655800069795,0.0
1680274991.1797333,0.36383433810302157,0.10779905572213438,0.4042092371756324,3.126852756461358,3.120612626376318,-0.05345382103258334,0.0
1680274991.180809,0.363833848922853,0.10778416607777645,0.4042098584416122,3.126862455989287,3.120614236234118,-0.05344792497619648,0.0
1680274991.1817222,0.3638342491173256,0.10776812716181709,0.40420917083731067,3.126872319687753,3.1206148195547314,-0.05344368242134901,0.0
