Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1679094393.5445623,0.3635085132169076,0.10789311640294548,0.40391512920344785,3.128223057515788,3.1200266739998765,-0.05376933244708325,0.0
1679094393.5455835,0.3635079169073158,0.10789423719880811,0.4039144667156874,3.128227412699681,3.1200264409050855,-0.05377117958327507,0.0
1679094393.5466416,0.36350812453759723,0.10789297763281558,0.4039152495299822,3.1282253323574922,3.1200279787983307,-0.05376956716757924,0.0
1679094393.547778,0.3635078953076539,0.10789374027017928,0.40391621927129584,3.1282226151990207,3.12002882941929,-0.05376882992004628,0.0
1679094393.548738,0.36350860089074116,0.10789280506203272,0.4039142330881061,3.1282186573876514,3.1200251895306694,-0.053774013588007215,0.0
1679094393.549734,0.36350808486193914,0.10789350946905418,0.4039139064148878,3.1282229864941793,3.1200249409515823,-0.053772665379126436,0.0
1679094393.5505323,0.36350822328434607,0.10789243095707127,0.40391285357460455,3.128220833329683,3.120020217338768,-0.053771321673974734,0.0
1679094393.5516672,0.3635074243024082,0.10789413958651409,0.40391434957169514,3.1282260168512166,3.120024585421896,-0.0537721827734009,0.0
1679094393.5536544,0.36350774584677037,0.10789485984552509,0.4039145545894404,3.1282215228840924,3.120025328428221,-0.05377324785776159,0.0
1679094393.5556808,0.3635088272859682,0.10789190821006023,0.40391528823116873,3.128214057977567,3.12002709216091,-0.05376861350993028,0.0
1679094393.5556955,0.3635085667733325,0.10789234700448308,0.4039151048820633,3.1282191004939124,3.120026144330448,-0.05376945516731656,0.0
1679094393.5566752,0.3635078365444932,0.10789310441391474,0.40391215705402306,3.1282185957606092,3.120020549997574,-0.05377256298447148,0.0
1679094393.557645,0.3635092226140996,0.10789255260492205,0.40391529972594914,3.128216636090114,3.120026995837566,-0.05376956732718464,0.0
1679094393.55865,0.3635080510068915,0.1078936746830115,0.403914565921141,3.128220405260168,3.120026409802065,-0.053769551062883975,0.0
1679094393.559718,0.3635084223865558,0.10789455353302961,0.4039162881076086,3.1282232025551,3.1200295909898847,-0.0537695301889733,0.0
1679094393.5605211,0.36350825606169274,0.10789213433748289,0.4039150616814536,3.1282172874321685,3.120027296535269,-0.053769798735765775,0.0
1679094393.5617774,0.363508618353395,0.10789367067668008,0.4039138755725349,3.1282194624774764,3.120024730115494,-0.0537731200667105,0.0
1679094393.5636284,0.3635083760834124,0.10789219226516465,0.40391435831770744,3.1282170122933604,3.120025628963255,-0.05377064390194093,0.0
1679094393.5636399,0.36350795949554887,0.1078937231984271,0.403913036361633,3.128219541408629,3.1200219600286245,-0.05377299725616559,0.0
1679094393.5652356,0.363508255567595,0.10789375939173167,0.4039154023852426,3.1282231642401137,3.1200276963284512,-0.05377020391177755,0.0
1679094393.5682487,0.36350896854593234,0.1078932015513682,0.40391561474035453,3.1282218292112742,3.120027863623168,-0.05377009552901514,0.0
1679094393.5682588,0.36350800000035793,0.10789373655237487,0.4039138673133361,3.1282232340991674,3.1200243666203824,-0.053771508439571736,0.0
1679094393.5682647,0.36350812408135075,0.1078933135312405,0.40391373638721495,3.12822050565527,3.120023303092089,-0.05376941702078279,0.0
1679094393.5686007,0.36350841193836003,0.10789293915582635,0.40391390410171824,3.1282212417255066,3.12002548010018,-0.053772740774614414,0.0
1679094393.5711818,0.3635083074210912,0.10789295990656628,0.4039144082893782,3.1282218218178657,3.1200261183745126,-0.053770317786884604,0.0
1679094393.5711858,0.3635083166850708,0.10789318184198604,0.40391388463987593,3.1282201604105193,3.12002498829661,-0.053771496887795756,0.0
1679094393.5721934,0.36350840590940536,0.10789302627817025,0.4039158163739862,3.1282212263263838,3.120028705055072,-0.05376952605900107,0.0
1679094393.5730026,0.36350824539047666,0.10789295923064844,0.403915751567481,3.1282189506506612,3.1200280738495048,-0.05376988650934428,0.0
1679094393.5736272,0.3635083934456508,0.10789339607921528,0.40391309595373703,3.1282186931291114,3.1200226814632392,-0.05377098947578418,0.0
1679094393.5745766,0.3635076185329857,0.10789350708212515,0.40391359715073727,3.1282184760366007,3.1200251140508346,-0.053772158604105454,0.0
1679094393.575544,0.3635093503780058,0.1078940103556046,0.4039149269043863,3.128216667591151,3.1200278229401683,-0.05377138618620104,0.0
1679094393.5765886,0.36350801957941214,0.10789311107313357,0.4039132906384669,3.12821656861057,3.1200240072255103,-0.05377202519209614,0.0
1679094393.5775614,0.36350779510183134,0.10789277339675155,0.40391428291180165,3.128221623866871,3.120026454261129,-0.05377109379565254,0.0
1679094393.578971,0.3635074006519211,0.10789472442890363,0.4039130662041918,3.1282270797382097,3.1200240602116143,-0.05377418036468779,0.0
1679094393.5800269,0.36350683132330164,0.10789418530297255,0.4039127612353686,3.128224659563641,3.1200224329193476,-0.053772287579107465,0.0
1679094393.5828407,0.36350795169674893,0.10789328558560796,0.4039129687894557,3.1282196615910816,3.1200232284891722,-0.05377051838659004,0.0
1679094393.5828488,0.36350686882490496,0.1078939264753341,0.40391207160848464,3.1282220275019936,3.1200208342586713,-0.05377468703186389,0.0
1679094393.583858,0.3635076396300942,0.10789432711373244,0.40391224299560535,3.1282277052875926,3.1200214830768513,-0.053773617497459916,0.0
1679094393.583866,0.36350801503972924,0.10789374379291097,0.4039137797604332,3.1282239415437134,3.1200241190722653,-0.05377159771128232,0.0
1679094393.5847,0.3635073517869112,0.1078938246753568,0.4039134770423358,3.128223997844681,3.1200232697238124,-0.053770268347707484,0.0
1679094393.5856082,0.3635081167214002,0.10789299819992329,0.4039149477824442,3.1282204985621935,3.1200257617542455,-0.053765292590772555,0.0
